Rank,Name,Platform,Year,Genre,Publisher,Developer,Global_Sales
12980,Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,,0.06
12981,SD Gundam G Generation Wars,Wii,2009,Strategy,Namco Bandai Games,,0.06
12982,Dino Pets,DS,2009,Simulation,Avanquest,,0.06
12983,Roogoo Twisted Towers,Wii,2009,Puzzle,SouthPeak Games,,0.06
12984,Dreamer Series: Babysitter,DS,2009,Simulation,Deep Silver,,0.06
12985,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,,0.06
12986,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",DS,2009,Sports,Konami Digital Entertainment,,0.06
12987,History Great Empires: Rome,DS,2009,Strategy,Black Bean Games,,0.06
12988,Coraline,Wii,2009,Action,D3Publisher,,0.06
12989,Imagine: Party Planner,DS,2009,Simulation,Ubisoft,,0.06
12990,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,,0.06
12991,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,,0.06
12992,My Pet Shop,DS,2008,Simulation,Square Enix,,0.06
12993,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,,0.06
12994,Smart Boy's Toys Club,DS,2008,Misc,505 Games,,0.06
12995,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,,0.06
12996,Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,,0.06
12997,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,,0.06
12998,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,,0.06
12999,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,,0.06
13000,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,,0.06
13001,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,,0.06
13002,From The Abyss,DS,2008,Role-Playing,Nobilis,,0.06
13003,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,,0.06
13004,Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,,0.06
13005,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,,0.06
13006,Alone in the Dark,PS2,2008,Adventure,Atari,,0.06
13007,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,,0.06
13008,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,,0.06
13009,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,,0.06
13010,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,,0.06
13011,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,,0.06
13012,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,,0.06
13013,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,,0.06
13014,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,,0.06
13015,DropCast,DS,2008,Puzzle,THQ,,0.06
13016,Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,,0.06
13017,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,,0.06
13018,Rock Blast,DS,2008,Puzzle,UFO Interactive,,0.06
13019,Little League World Series Baseball 2008,DS,2008,Sports,Activision,,0.06
13020,Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,,0.06
13021,Theresia...,DS,2008,Adventure,Arc System Works,,0.06
13022,Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,,0.06
13023,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,,0.06
13024,Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,,0.06
13025,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,,0.06
13026,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,,0.06
13027,Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,,0.06
13028,Warriors Orochi 2,X360,2008,Action,Tecmo Koei,,0.06
13029,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,,0.06
13030,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,,0.06
13031,MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,,0.06
13032,Real Soccer 2009,DS,2008,Sports,Ubisoft,,0.06
13033,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,,0.06
13034,Aquarium by DS,DS,2008,Simulation,Mercury Games,,0.06
13035,PopStar Guitar,Wii,2008,Misc,Midway Games,,0.06
13036,Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Nippon Ichi Software,,0.06
13037,KimiKiss (ebKore+),PS2,2008,Adventure,Enterbrain,,0.06
13038,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008,Simulation,Creative Core,,0.06
13039,Space Chimps,DS,2008,Platform,Brash Entertainment,,0.06
13040,My Horse & Me: Riding for Gold,Wii,2008,Sports,Atari,,0.06
13041,Hail to the Chimp,X360,2008,Misc,Gamecock,,0.06
13042,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,,0.06
13043,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,,0.06
13044,Legend of the Dragon,Wii,2007,Fighting,Game Factory,,0.06
13045,Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,,0.06
13046,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,,0.06
13047,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,,0.06
13048,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,,0.06
13049,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,,0.06
13050,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,,0.06
13051,Panzer Tactics,DS,2007,Strategy,10TACLE Studios,,0.06
13052,Alien Syndrome,Wii,2007,Role-Playing,Sega,,0.06
13053,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,,0.06
13054,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,,0.06
13055,Unreal Tournament III,PC,2007,Shooter,Midway Games,,0.06
13056,Arkanoid DS,DS,2007,Puzzle,Square Enix,,0.06
13057,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,,0.06
13058,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,,0.06
13059,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,,0.06
13060,The Witcher,PC,2007,Role-Playing,Atari,,0.06
13061,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,,0.06
13062,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,,0.06
13063,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,,0.06
13064,Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,,0.06
13065,Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,,0.06
13066,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,,0.06
13067,Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,,0.06
13068,Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,,0.06
13069,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,,0.06
13070,Zendoku,DS,2007,Puzzle,Eidos Interactive,,0.06
13071,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,,0.06
13072,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,,0.06
13073,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,,0.06
13074,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,,0.06
13075,Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,,0.06
13076,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,,0.06
13077,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,,0.06
13078,Wantame Fortune Channel,DS,2007,Misc,Capcom,,0.06
13079,Bleach: Blade Battlers 2nd,PS2,2007,Fighting,Sony Computer Entertainment,,0.06
13080,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,,0.06
13081,Dungeon Explorer: Warriors of Ancient Arts,DS,2007,Role-Playing,Rising Star Games,,0.06
13082,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,2007,Misc,D3Publisher,,0.06
13083,Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,,0.06
13084,Backyard NFL Football '08,PS2,2007,Sports,Atari,,0.06
13085,Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,,0.06
13086,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,,0.06
13087,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,,0.06
13088,Miami Vice: The Game,PSP,2006,Shooter,Activision,,0.06
13089,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,,0.06
13090,Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,,0.06
13091,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,,0.06
13092,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,,0.06
13093,Biker Mice From Mars,PS2,2006,Racing,Game Factory,,0.06
13094,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,,0.06
13095,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,,0.06
13096,KimiKiss,PS2,2006,Adventure,Enterbrain,,0.06
13097,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,,0.06
13098,Gun Showdown,PSP,2006,Action,Activision,,0.06
13099,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,,0.06
13100,Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,,0.06
13101,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,,0.06
13102,Carol Vorderman's Sudoku,PSP,2006,Puzzle,Xplosiv,,0.06
13103,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,,0.06
13104,Mercury Meltdown,PSP,2006,Action,Atari,,0.06
13105,FIFA Soccer 07,DS,2006,Sports,Electronic Arts,,0.06
13106,Raw Danger! (JP sales),PS2,2006,Action,505 Games,,0.06
13107,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,,0.06
13108,The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,,0.06
13109,Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,,0.06
13110,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,,0.06
13111,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,,0.06
13112,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,,0.06
13113,Scurge: Hive,DS,2006,Action,SouthPeak Games,,0.06
13114,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,,0.06
13115,Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,2006,Misc,Sega,,0.06
13116,Tom Clancy's Splinter Cell: Double Agent,GC,2006,Action,Ubisoft,,0.06
13117,Titan Quest,PC,2006,Role-Playing,THQ,,0.06
13118,Kamen Rider Kabuto,PS2,2006,Action,Namco Bandai Games,,0.06
13119,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,,0.06
13120,Point Blank DS (US sales),DS,2006,Shooter,Atari,,0.06
13121,Gothic 3,PC,2006,Role-Playing,JoWood Productions,,0.06
13122,NBA Live 07,XB,2006,Sports,Electronic Arts,,0.06
13123,GunPey,PSP,2006,Puzzle,Atari,,0.06
13124,Activision Hits: Remixed,PSP,2006,Misc,Activision,,0.06
13125,Death Jr. II: Root of Evil,PSP,2006,Platform,Konami Digital Entertainment,,0.06
13126,187: Ride or Die,XB,2005,Racing,Ubisoft,,0.06
13127,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,,0.06
13128,World Poker Tour,XB,2005,Misc,Take-Two Interactive,,0.06
13129,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,,0.06
13130,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,,0.06
13131,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,,0.06
13132,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,,0.06
13133,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,,0.06
13134,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,,0.06
13135,Strike Force Bowling,GC,2005,Sports,Crave Entertainment,,0.06
13136,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,,0.06
13137,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,,0.06
13138,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,,0.06
13139,Call of Duty 2,PC,2005,Shooter,Activision,,0.06
13140,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,,0.06
13141,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,,0.06
13142,Cold Fear,XB,2005,Action,Ubisoft,,0.06
13143,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,,0.06
13144,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,,0.06
13145,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,,0.06
13146,Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,,0.06
13147,World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,,0.06
13148,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,,0.06
13149,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,,0.06
13150,Trapt,PS2,2005,Action,Tecmo Koei,,0.06
13151,Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,,0.06
13152,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,,0.06
13153,Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,,0.06
13154,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,,0.06
13155,Nanostray,DS,2005,Shooter,Majesco Entertainment,,0.06
13156,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,,0.06
13157,The Sims 2: University,PC,2005,Simulation,Electronic Arts,,0.06
13158,Constantine,XB,2005,Action,SCi,,0.06
13159,FIFA Street,GC,2005,Sports,Electronic Arts,,0.06
13160,Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,,0.06
13161,FIFA Soccer 06,DS,2005,Sports,Electronic Arts,,0.06
13162,Pump It Up: Exceed,PS2,2005,Misc,Mastiff,,0.06
13163,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,,0.06
13164,Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,,0.06
13165,Friends: The One with All the Trivia,PS2,2005,Misc,Warner Bros. Interactive Entertainment,,0.06
13166,MotoGP 4 - Official Game of MotoGP,PS2,2005,Racing,Sony Computer Entertainment,,0.06
13167,Wings of War,XB,2004,Simulation,Take-Two Interactive,,0.06
13168,RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,,0.06
13169,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,,0.06
13170,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,,0.06
13171,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,,0.06
13172,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,,0.06
13173,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,,0.06
13174,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,,0.06
13175,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,,0.06
13176,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,,0.06
13177,Monster Garage,XB,2004,Strategy,Activision Value,,0.06
13178,Terminator 3: The Redemption,XB,2004,Shooter,Atari,,0.06
13179,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,,0.06
13180,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,,0.06
13181,Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,,0.06
13182,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,,0.06
13183,Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,,0.06
13184,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,,0.06
13185,Backyard Skateboarding 2006,GBA,2004,Sports,Atari,,0.06
13186,Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,,0.06
13187,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,,0.06
13188,Catwoman,XB,2004,Action,Electronic Arts,,0.06
13189,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,,0.06
13190,TOCA Race Driver 2: Ultimate Racing Simulator,PS2,2004,Racing,Codemasters,,0.06
13191,Mighty Beanz: Pocket Puzzles,GBA,2004,Puzzle,Majesco Entertainment,,0.06
13192,Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,,0.06
13193,Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,,0.06
13194,Amazing Island,GC,2004,Strategy,Sega,,0.06
13195,Carmen Sandiego: The Secret of the Stolen Drums,PS2,2004,Action,BAM! Entertainment,,0.06
13196,Bionicle,XB,2003,Action,Electronic Arts,,0.06
13197,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,,0.06
13198,XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,,0.06
13199,Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,,0.06
13200,The King of Route 66,PS2,2003,Racing,Sega,,0.06
13201,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,,0.06
13202,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,,0.06
13203,The Great Escape,XB,2003,Action,SCi,,0.06
13204,Vexx,GC,2003,Platform,Acclaim Entertainment,,0.06
13205,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,,0.06
13206,Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,,0.06
13207,Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,,0.06
13208,Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,,0.06
13209,Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,,0.06
13210,Worms 3D,XB,2003,Strategy,Sega,,0.06
13211,Resident Evil 2,GC,2003,Action,Capcom,,0.06
13212,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,,0.06
13213,Lost Kingdoms II,GC,2003,Role-Playing,Activision,,0.06
13214,Whiplash,XB,2003,Racing,Eidos Interactive,,0.06
13215,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,,0.06
13216,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,,0.06
13217,BMX XXX,GC,2002,Sports,Acclaim Entertainment,,0.06
13218,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,,0.06
13219,Kururin Paradise,GBA,2002,Puzzle,Unknown,,0.06
13220,Cel Damage,GC,2002,Racing,Electronic Arts,,0.06
13221,The Pinball of the Dead,GBA,2002,Misc,Sega,,0.06
13222,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,,0.06
13223,Mystic Heroes,PS2,2002,Action,Tecmo Koei,,0.06
13224,There,PS,2002,Simulation,Infogrames,,0.06
13225,Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,,0.06
13226,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,,0.06
13227,Salt Lake 2002,GBA,2002,Sports,Ubisoft,,0.06
13228,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,,0.06
13229,Worms Blast,GC,2002,Puzzle,Ubisoft,,0.06
13230,Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,,0.06
13231,Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,,0.06
13232,Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,,0.06
13233,Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,,0.06
13234,Myst III: Exile,XB,2002,Adventure,Ubisoft,,0.06
13235,Fatal Frame,XB,2002,Action,Tecmo Koei,,0.06
13236,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,,0.06
13237,Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,,0.06
13238,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,,0.06
13239,Dr. Muto,XB,2002,Platform,Midway Games,,0.06
13240,MotoGP,GBA,2002,Racing,THQ,,0.06
13241,ESPN International Winter Sports 2002,PS2,2002,Sports,Konami Digital Entertainment,,0.06
13242,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,,0.06
13243,V-Rally 3,PS2,2002,Racing,Atari,,0.06
13244,SeaBlade,XB,2002,Shooter,TDK Mediactive,,0.06
13245,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,,0.06
13246,Kabuki Warriors,XB,2001,Action,Genki,,0.06
13247,F1 2001,XB,2001,Racing,Electronic Arts,,0.06
13248,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,,0.06
13249,LEGO Bionicle,GBA,2001,Platform,LEGO Media,,0.06
13250,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,,0.06
13251,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,,0.06
13252,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,,0.06
13253,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,,0.06
13254,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,,0.06
13255,Dragon Rage,PS2,2001,Shooter,3DO,,0.06
13256,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,,0.06
13257,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,,0.06
13258,Men in Black The Series: Crashdown,PS,2001,Shooter,Infogrames,,0.06
13259,Tsugunai: Atonement,PS2,2001,Role-Playing,Sony Computer Entertainment,,0.06
13260,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,,0.06
13261,Kanon,DC,2000,Adventure,NEC Interchannel,,0.06
13262,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,,0.06
13263,Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,,0.06
13264,Power Shovel,PS,2000,Action,JVC,,0.06
13265,Championship Surfer,PS,2000,Sports,Mattel Interactive,,0.06
13266,CyberTiger,N64,2000,Sports,Electronic Arts,,0.06
13267,Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,,0.06
13268,Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,,0.06
13269,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,,0.06
13270,G1 Jockey 2,PS2,2000,Sports,Tecmo Koei,,0.06
13271,Angelique Trois,PS2,2000,Adventure,Tecmo Koei,,0.06
13272,A-Train 6,PS2,2000,Strategy,Midas Interactive Entertainment,,0.06
13273,Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,,0.06
13274,Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Sports,Konami Digital Entertainment,,0.06
13275,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,,0.06
13276,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,,0.06
13277,Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,,0.06
13278,Killer Loop,PS,1999,Racing,Crave Entertainment,,0.06
13279,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,,0.06
13280,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,,0.06
13281,Dungeon Keeper 2,PC,1999,Action,Electronic Arts,,0.06
13282,Ojyousama Express,PS,1998,Strategy,Media Works,,0.06
13283,July,DC,1998,Adventure,Fortyfive,,0.06
13284,GunGriffon II,SAT,1998,Simulation,ESP,,0.06
13285,R-Types,PS,1998,Shooter,Virgin Interactive,,0.06
13286,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,,0.06
13287,PenPen TriIceLon,DC,1998,Racing,Infogrames,,0.06
13288,Olympic Hockey 98,N64,1998,Sports,GT Interactive,,0.06
13289,Penny Racers,N64,1998,Racing,THQ,,0.06
13290,S.C.A.R.S,N64,1998,Racing,Ubisoft,,0.06
13291,Virtual Chess 64,N64,1998,Misc,Titus,,0.06
13292,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,,0.06
13293,Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,,0.06
13294,Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,,0.06
13295,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,,0.06
13296,Burning Rangers,SAT,1998,Platform,Sega,,0.06
13297,Choro Q Marine: Q Boat,PS,1998,Racing,Takara,,0.06
13298,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,,0.06
13299,Marvel Super Heroes,SAT,1997,Fighting,Capcom,,0.06
13300,Broken Helix,PS,1997,Action,Konami Digital Entertainment,,0.06
13301,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,,0.06
13302,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,,0.06
13303,Mega Man 8 Anniversary Collector's Edition,SAT,1997,Platform,Capcom,,0.06
13304,NBA Hangtime,PS,1996,Sports,Midway Games,,0.06
13305,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,,0.06
13306,Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,,0.06
13307,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,,0.06
13308,The King of Fighters '96,NG,1996,Fighting,SNK,,0.06
13309,Impact Racing,PS,1996,Racing,JVC,,0.06
13310,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,,0.06
13311,Star Fighter,PS,1995,Shooter,Telstar,,0.06
13312,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,,0.06
13313,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,,0.06
13314,3D Lemmings,PS,1995,Puzzle,Psygnosis,,0.06
13315,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,,0.06
